OCCUPANCY_DATE,SHELTER_NAME,SECTOR,OCCUPANCY,CAPACITY
2018-03-23,SVDP - St. Clare's Residence,Women,30,30
2018-03-23,St. Simon's Shelter,Men,5,5
2018-03-23,St. Simon's Shelter,Men,61,61
2018-03-23,Street Haven,Women,45,46
2018-03-23,Street Haven,Women,4,4
2018-03-23,Sojourn House,Families,89,76
2018-03-23,Sojourn House,Co-ed,93,94
2018-03-24,Horizons for Youth,Youth,43,45
2018-03-23,Sojourn House,Families,31,60
2018-03-23,Salvation Army - Evangeline Res,Women,9,9
2018-03-23,Salvation Army - Evangeline Res,Women,90,90
2018-03-23,Salvation Army - Florence Booth,Women,4,4
2018-03-23,Salvation Army - Florence Booth,Women,58,60
2018-03-23,Salvation Army - Gateway,Men,12,12
2018-03-23,Salvation Army - Gateway,Men,107,108
2018-03-23,Salvation Army - Maxwell Meighen,Men,43,45
2018-03-23,Salvation Army - Maxwell Meighen,Men,18,18
2018-03-23,Salvation Army - Maxwell Meighen,Men,265,270
2018-03-24,COSTI Reception Centre,Families,403,456
2018-03-23,Salvation Army - Maxwell Meighen,Men,9,10
2018-03-23,Salvation Army - New Hope Leslie,Men,60,60
2018-03-28,Eva's Place,Youth,36,40
2018-03-23,Scott Mission Men's Ministry,Men,19,19
2018-03-23,Scott Mission Men's Ministry,Men,52,53
2018-03-23,Toronto Community Hostel,Co-ed,11,13
2018-03-23,Toronto Community Hostel,Families,13,14
2018-03-23,Turning Point Youth Services,Youth,35,35
2018-03-23,Univ Settlement House - OOTC,Co-ed,80,85
2018-03-23,Red Door Queen Street,Families,96,98
2018-03-23,YMCA House,Youth,40,40
2018-03-23,YMCA Sprott House,Youth,22,25
2018-03-23,YWCA - First Stop Woodlawn,Women,31,31
2018-03-23,YWCA - First Stop Woodlawn,Youth,30,31
2018-03-23,Youth Without Shelter,Youth,32,33
2018-03-23,Youth Without Shelter,Youth,20,20
2018-03-24,COSTI Reception Centre,Co-ed,11,13
2018-03-24,COSTI Reception Centre,Families,591,630
2018-03-24,COSTI Reception Centre,Co-ed,16,16
2018-03-24,Christie Ossington Men's Hostel,Men,11,17
2018-03-24,Christie Ossington Men's Hostel,Men,70,75
2018-03-24,Christie Ossington Men's Hostel,Men,30,30
2018-03-24,Christie Refugee Welcome Centre,Families,71,76
2018-03-24,Birchmount Residence,Men,59,60
2018-03-24,Birkdale Residence,Families,173,160
2018-03-24,Birkdale Residence,Families,310,344
2018-03-24,Birkdale Residence,Men,19,36
2018-03-24,Birkdale Residence,Co-ed,2,2
2018-03-24,Downsview Dells,Men,26,28
2018-03-24,Family Residence,Families,220,252
2018-03-24,Eva's Satellite,Youth,1,1
2018-03-24,Family Residence,Families,61,48
2018-03-24,Family Residence,Families,178,110
2018-03-24,Family Residence,Families,58,50
2018-03-24,Family Residence,Families,121,125
2018-03-24,Fort York Residence,Co-ed,50,52
2018-03-24,Fort York Residence,Men,0,21
2018-03-24,Fort York Residence,Men,62,74
2018-03-24,Fort York Residence,Men,43,48
2018-03-24,Robertson House,Families,99,90
2018-03-24,S2H Assessment and Referral Ctre,Men,2,2
2018-03-24,S2H Assessment and Referral Ctre,Co-ed,36,40
2018-03-24,Seaton House,Men,28,28
2018-03-24,Seaton House,Men,27,27
2018-03-24,Seaton House,Men,73,80
2018-03-24,Seaton House,Men,45,64
2018-03-24,Seaton House,Men,237,240
2018-03-24,Seaton House,Men,17,42
2018-03-24,Seaton House,Men,95,100
2018-03-24,Women's Residence,Women,14,46
2018-03-24,Women's Residence,Women,10,10
2018-03-24,Women's Residence,Women,13,13
2018-03-24,Women's Residence,Women,106,108
2018-03-24,Cornerstone Place,Men,56,56
2018-03-24,Covenant House,Youth,2,2
2018-03-24,Covenant House,Youth,94,94
2018-03-24,Covenant House,Youth,25,28
2018-03-24,Dixon Hall - Heyworth House,Co-ed,9,9
2018-03-24,Dixon Hall - Heyworth House,Co-ed,80,80
2018-03-24,Dixon Hall - Schoolhouse,Men,47,47
2018-03-24,Eva's Phoenix,Youth,49,50
2018-03-24,Eva's Place,Youth,40,40
2018-03-24,Eva's Satellite,Youth,30,32
2018-03-24,Fife House Transitional Program,Co-ed,5,5
2018-03-24,Fife House Transitional Program,Co-ed,9,11
2018-03-24,FV Women's Transition to Housing,Women,23,26
2018-03-24,FV Women's Transition to Housing,Women,36,37
2018-03-24,Fred Victor Women's Hostel,Women,4,4
2018-03-24,Fred Victor Women's Hostel,Women,41,42
2018-03-24,"Fred Victor, BUS",Co-ed,10,10
2018-03-24,"Fred Victor, BUS",Co-ed,60,60
2018-03-24,Good Shepherd Centre,Men,5,5
2018-03-24,Good Shepherd Centre,Men,70,70
2018-03-24,Good Shepherd Centre,Men,25,25
2018-03-24,HFS - Kennedy Shelter,Women,89,90
2018-03-24,HFS - Savard's Womens' Shelter,Women,30,30
2018-03-24,HFS - Scarborough Shelter,Co-ed,89,90
2018-03-29,Seaton House,Men,42,64
2018-03-24,HFS - Strachan House,Co-ed,4,5
2018-03-24,HFS - Strachan House,Co-ed,82,83
2018-03-24,Kennedy House Youth shelter,Youth,40,40
2018-03-24,Na-Me-Res,Men,71,71
2018-03-24,Na-Me-Res,Men,20,20
2018-03-24,Eagles Nest Transition House,Youth,11,12
2018-03-24,SVDP - Amelie House,Women,22,22
2018-03-24,SVDP - Elisa House,Women,40,40
2018-03-24,SVDP - Mary's Home,Women,6,6
2018-03-24,SVDP - Mary's Home,Women,38,38
2018-03-24,SVDP - St. Clare's Residence,Women,30,30
2018-03-24,St. Simon's Shelter,Men,5,5
2018-03-24,St. Simon's Shelter,Men,61,61
2018-03-24,Street Haven,Women,46,46
2018-03-24,Street Haven,Women,4,4
2018-03-24,Sojourn House,Families,89,76
2018-03-25,Family Residence,Families,181,110
2018-03-24,Sojourn House,Co-ed,93,94
2018-03-24,Sojourn House,Families,33,60
2018-03-24,Salvation Army - Evangeline Res,Women,9,9
2018-03-24,Salvation Army - Evangeline Res,Women,89,90
2018-03-24,Salvation Army - Florence Booth,Women,4,4
2018-03-24,Salvation Army - Florence Booth,Women,59,60
2018-03-24,Salvation Army - Gateway,Men,12,12
2018-03-24,Salvation Army - Gateway,Men,108,108
2018-03-24,Salvation Army - Maxwell Meighen,Men,43,45
2018-03-24,Salvation Army - Maxwell Meighen,Men,18,18
2018-03-24,Salvation Army - Maxwell Meighen,Men,270,270
2018-03-25,COSTI Reception Centre,Families,403,456
2018-03-24,Salvation Army - Maxwell Meighen,Men,10,10
2018-03-25,Horizons for Youth,Youth,42,45
2018-03-24,Salvation Army - New Hope Leslie,Men,60,60
2018-03-24,Scott Mission Men's Ministry,Men,19,19
2018-03-24,Scott Mission Men's Ministry,Men,53,53
2018-03-24,Toronto Community Hostel,Co-ed,11,13
2018-03-24,Toronto Community Hostel,Families,13,14
2018-03-24,Turning Point Youth Services,Youth,35,35
2018-03-24,Univ Settlement House - OOTC,Co-ed,79,85
2018-03-24,Red Door Queen Street,Families,96,98
2018-03-24,YMCA House,Youth,40,40
2018-03-24,YMCA Sprott House,Youth,22,25
2018-03-24,YWCA - First Stop Woodlawn,Women,31,31
2018-03-24,YWCA - First Stop Woodlawn,Youth,31,31
2018-03-24,Youth Without Shelter,Youth,33,33
2018-03-24,Youth Without Shelter,Youth,20,20
2018-03-25,COSTI Reception Centre,Co-ed,11,13
2018-03-25,COSTI Reception Centre,Families,591,630
2018-03-25,COSTI Reception Centre,Co-ed,16,16
2018-03-25,Christie Ossington Men's Hostel,Men,12,17
2018-03-25,Christie Ossington Men's Hostel,Men,70,75
2018-03-25,Christie Ossington Men's Hostel,Men,30,30
2018-03-25,Christie Refugee Welcome Centre,Families,71,76
2018-03-25,Birchmount Residence,Men,59,60
2018-03-25,Birkdale Residence,Families,173,160
2018-03-25,Birkdale Residence,Families,310,344
2018-03-25,Birkdale Residence,Men,19,36
2018-03-25,Birkdale Residence,Co-ed,2,2
2018-03-25,Downsview Dells,Men,27,28
2018-03-25,Family Residence,Families,220,252
2018-03-25,Eva's Satellite,Youth,1,1
2018-03-25,Family Residence,Families,61,48
2018-03-25,Family Residence,Families,58,50
2018-03-25,Family Residence,Families,121,125
2018-03-25,Fort York Residence,Co-ed,50,52
2018-03-25,Fort York Residence,Men,0,21
2018-03-25,Fort York Residence,Men,62,74
2018-03-25,Fort York Residence,Men,43,48
2018-03-25,Robertson House,Families,99,90
2018-03-25,S2H Assessment and Referral Ctre,Men,2,2
2018-03-25,S2H Assessment and Referral Ctre,Co-ed,36,40
2018-03-25,Seaton House,Men,28,28
2018-03-25,Seaton House,Men,27,27
2018-03-25,Seaton House,Men,73,80
2018-03-25,Seaton House,Men,44,64
2018-03-25,Seaton House,Men,232,240
2018-03-25,Seaton House,Men,19,42
2018-03-25,Seaton House,Men,95,100
2018-03-25,Women's Residence,Women,14,46
2018-03-25,Women's Residence,Women,10,10
2018-03-25,Women's Residence,Women,13,13
2018-03-25,Women's Residence,Women,108,108
2018-03-25,Cornerstone Place,Men,56,56
2018-03-25,Covenant House,Youth,2,2
2018-03-25,Covenant House,Youth,94,94
2018-03-25,Covenant House,Youth,25,28
2018-03-25,Dixon Hall - Heyworth House,Co-ed,9,9
2018-03-25,Dixon Hall - Heyworth House,Co-ed,78,80
2018-03-25,Dixon Hall - Schoolhouse,Men,47,47
2018-03-25,Eva's Phoenix,Youth,49,50
2018-03-25,Eva's Place,Youth,40,40
2018-03-25,Eva's Satellite,Youth,31,32
2018-03-25,Fife House Transitional Program,Co-ed,5,5
2018-03-25,Fife House Transitional Program,Co-ed,9,11
2018-03-25,FV Women's Transition to Housing,Women,23,26
2018-03-25,FV Women's Transition to Housing,Women,36,37
2018-03-25,Fred Victor Women's Hostel,Women,4,4
2018-03-25,Fred Victor Women's Hostel,Women,41,42
2018-03-25,"Fred Victor, BUS",Co-ed,10,10
2018-03-25,"Fred Victor, BUS",Co-ed,60,60
2018-03-25,Good Shepherd Centre,Men,5,5
2018-03-25,Good Shepherd Centre,Men,68,70
2018-03-25,Good Shepherd Centre,Men,25,25
2018-03-25,HFS - Kennedy Shelter,Women,88,90
2018-03-25,HFS - Savard's Womens' Shelter,Women,30,30
2018-03-25,HFS - Scarborough Shelter,Co-ed,89,90
2018-03-29,Seaton House,Men,224,240
2018-03-25,HFS - Strachan House,Co-ed,4,5
2018-03-25,HFS - Strachan House,Co-ed,82,83
2018-03-25,Kennedy House Youth shelter,Youth,40,40
2018-03-25,Na-Me-Res,Men,71,71
2018-03-25,Na-Me-Res,Men,20,20
2018-03-25,Eagles Nest Transition House,Youth,11,12
2018-03-25,SVDP - Amelie House,Women,22,22
2018-03-25,SVDP - Elisa House,Women,40,40
2018-03-25,SVDP - Mary's Home,Women,6,6
2018-03-25,SVDP - Mary's Home,Women,38,38
2018-03-25,SVDP - St. Clare's Residence,Women,30,30
2018-03-25,St. Simon's Shelter,Men,5,5
2018-03-25,St. Simon's Shelter,Men,60,61
2018-03-25,Street Haven,Women,46,46
2018-03-25,Street Haven,Women,4,4
2018-03-25,Sojourn House,Families,89,76
2018-03-26,Family Residence,Families,181,110
2018-03-25,Sojourn House,Co-ed,94,94
2018-03-25,Sojourn House,Families,33,60
2018-03-25,Salvation Army - Evangeline Res,Women,9,9
2018-03-25,Salvation Army - Evangeline Res,Women,89,90
2018-03-25,Salvation Army - Florence Booth,Women,4,4
2018-03-25,Salvation Army - Florence Booth,Women,59,60
2018-03-25,Salvation Army - Gateway,Men,12,12
2018-03-25,Salvation Army - Gateway,Men,108,108
2018-03-25,Salvation Army - Maxwell Meighen,Men,43,45
2018-03-25,Salvation Army - Maxwell Meighen,Men,18,18
2018-03-25,Salvation Army - Maxwell Meighen,Men,270,270
2018-03-26,COSTI Reception Centre,Families,403,456
2018-03-25,Salvation Army - Maxwell Meighen,Men,10,10
2018-03-26,Horizons for Youth,Youth,42,45
2018-03-25,Salvation Army - New Hope Leslie,Men,58,60
2018-03-25,Scott Mission Men's Ministry,Men,19,19
2018-03-25,Scott Mission Men's Ministry,Men,53,53
2018-03-25,Toronto Community Hostel,Co-ed,11,13
2018-03-25,Toronto Community Hostel,Families,13,14
2018-03-25,Turning Point Youth Services,Youth,35,35
2018-03-25,Univ Settlement House - OOTC,Co-ed,73,85
2018-03-25,Red Door Queen Street,Families,96,98
2018-03-25,YMCA House,Youth,39,40
2018-03-25,YMCA Sprott House,Youth,22,25
2018-03-25,YWCA - First Stop Woodlawn,Women,31,31
2018-03-25,YWCA - First Stop Woodlawn,Youth,31,31
2018-03-25,Youth Without Shelter,Youth,33,33
2018-03-25,Youth Without Shelter,Youth,20,20
2018-03-26,COSTI Reception Centre,Co-ed,11,13
2018-03-26,COSTI Reception Centre,Families,598,630
2018-03-26,COSTI Reception Centre,Co-ed,16,16
2018-03-26,Christie Ossington Men's Hostel,Men,12,17
2018-03-26,Christie Ossington Men's Hostel,Men,70,75
2018-03-26,Christie Ossington Men's Hostel,Men,30,30
2018-03-26,Christie Refugee Welcome Centre,Families,71,76
2018-03-26,Birchmount Residence,Men,59,60
2018-03-26,Birkdale Residence,Families,171,160
2018-03-26,Birkdale Residence,Families,310,344
2018-03-26,Birkdale Residence,Men,20,36
2018-03-26,Birkdale Residence,Co-ed,2,2
2018-03-26,Downsview Dells,Men,26,28
2018-03-26,Family Residence,Families,222,252
2018-03-29,Street Haven,Women,46,46
2018-03-26,Family Residence,Families,62,48
2018-03-26,Family Residence,Families,58,50
2018-03-26,Family Residence,Families,121,125
2018-03-26,Fort York Residence,Co-ed,50,52
2018-03-26,Fort York Residence,Men,4,21
2018-03-26,Fort York Residence,Men,62,74
2018-03-26,Fort York Residence,Men,43,48
2018-03-26,Robertson House,Families,99,90
2018-03-26,S2H Assessment and Referral Ctre,Men,2,2
2018-03-26,S2H Assessment and Referral Ctre,Co-ed,37,40
2018-03-26,Seaton House,Men,28,28
2018-03-26,Seaton House,Men,27,27
2018-03-26,Seaton House,Men,73,80
2018-03-26,Seaton House,Men,44,64
2018-03-26,Seaton House,Men,228,240
2018-03-26,Seaton House,Men,31,42
2018-03-26,Seaton House,Men,95,100
2018-03-26,Women's Residence,Women,14,46
2018-03-26,Women's Residence,Women,10,10
2018-03-26,Women's Residence,Women,13,13
2018-03-26,Women's Residence,Women,103,108
2018-03-26,Cornerstone Place,Men,56,56
2018-03-26,Covenant House,Youth,2,2
2018-03-26,Covenant House,Youth,93,94
2018-03-26,Covenant House,Youth,25,28
2018-03-26,Dixon Hall - Heyworth House,Co-ed,9,9
2018-03-26,Dixon Hall - Heyworth House,Co-ed,80,80
2018-03-26,Dixon Hall - Schoolhouse,Men,47,47
2018-03-26,Eva's Phoenix,Youth,49,50
2018-03-26,Eva's Place,Youth,39,40
2018-03-26,Eva's Satellite,Youth,32,32
2018-03-26,Eva's Satellite,Youth,0,1
2018-03-26,Fife House Transitional Program,Co-ed,5,5
2018-03-26,Fife House Transitional Program,Co-ed,9,11
2018-03-26,FV Women's Transition to Housing,Women,23,26
2018-03-26,FV Women's Transition to Housing,Women,36,37
2018-03-26,Fred Victor Women's Hostel,Women,4,4
2018-03-26,Fred Victor Women's Hostel,Women,41,42
2018-03-26,"Fred Victor, BUS",Co-ed,10,10
2018-03-26,"Fred Victor, BUS",Co-ed,60,60
2018-03-26,Good Shepherd Centre,Men,5,5
2018-03-26,Good Shepherd Centre,Men,70,70
2018-03-26,Good Shepherd Centre,Men,25,25
2018-03-26,HFS - Kennedy Shelter,Women,90,90
2018-03-26,HFS - Savard's Womens' Shelter,Women,30,30
2018-03-26,HFS - Scarborough Shelter,Co-ed,90,90
2018-03-26,HFS - Strachan House,Co-ed,4,5
2018-03-26,HFS - Strachan House,Co-ed,82,83
2018-03-26,Kennedy House Youth shelter,Youth,40,40
2018-03-26,Na-Me-Res,Men,71,71
2018-03-26,Na-Me-Res,Men,20,20
2018-03-26,Eagles Nest Transition House,Youth,11,12
2018-03-26,SVDP - Amelie House,Women,22,22
2018-03-26,SVDP - Elisa House,Women,40,40
2018-03-26,SVDP - Mary's Home,Women,6,6
2018-03-26,SVDP - Mary's Home,Women,38,38
2018-03-26,SVDP - St. Clare's Residence,Women,30,30
2018-03-26,St. Simon's Shelter,Men,5,5
2018-03-26,St. Simon's Shelter,Men,61,61
2018-03-26,Street Haven,Women,46,46
2018-03-26,Street Haven,Women,4,4
2018-03-26,Sojourn House,Families,89,76
2018-03-26,Sojourn House,Co-ed,94,94
2018-03-26,Sojourn House,Families,46,72
2018-03-26,Salvation Army - Evangeline Res,Women,9,9
2018-03-26,Salvation Army - Evangeline Res,Women,90,90
2018-03-26,Salvation Army - Florence Booth,Women,4,4
2018-03-26,Salvation Army - Florence Booth,Women,58,60
2018-03-26,Salvation Army - Gateway,Men,12,12
2018-03-26,Salvation Army - Gateway,Men,108,108
2018-03-26,Salvation Army - Maxwell Meighen,Men,43,45
2018-03-26,Salvation Army - Maxwell Meighen,Men,18,18
2018-03-26,Salvation Army - Maxwell Meighen,Men,268,270
2018-03-27,COSTI Reception Centre,Families,403,456
2018-03-26,Salvation Army - Maxwell Meighen,Men,10,10
2018-03-26,Salvation Army - New Hope Leslie,Men,60,60
2018-03-28,Eva's Satellite,Youth,32,32
2018-03-26,Scott Mission Men's Ministry,Men,18,19
2018-03-26,Scott Mission Men's Ministry,Men,53,53
2018-03-26,Toronto Community Hostel,Co-ed,12,13
2018-03-26,Toronto Community Hostel,Families,13,14
2018-03-26,Turning Point Youth Services,Youth,34,35
2018-03-26,Univ Settlement House - OOTC,Co-ed,0,85
2018-03-26,Red Door Queen Street,Families,96,98
2018-03-26,YMCA House,Youth,35,40
2018-03-26,YMCA Sprott House,Youth,23,25
2018-03-26,YWCA - First Stop Woodlawn,Women,31,31
2018-03-26,YWCA - First Stop Woodlawn,Youth,31,31
2018-03-26,Youth Without Shelter,Youth,33,33
2018-03-26,Youth Without Shelter,Youth,20,20
2018-03-27,COSTI Reception Centre,Co-ed,11,13
2018-03-27,COSTI Reception Centre,Families,598,630
2018-03-27,COSTI Reception Centre,Co-ed,16,16
2018-03-27,Christie Ossington Men's Hostel,Men,12,17
2018-03-27,Christie Ossington Men's Hostel,Men,70,75
2018-03-27,Christie Ossington Men's Hostel,Men,30,30
2018-03-27,Christie Refugee Welcome Centre,Families,71,76
2018-03-27,Birchmount Residence,Men,59,60
2018-03-27,Birkdale Residence,Families,171,160
2018-03-27,Birkdale Residence,Families,317,344
2018-03-27,Birkdale Residence,Men,19,36
2018-03-27,Birkdale Residence,Co-ed,2,2
2018-03-27,Downsview Dells,Men,25,28
2018-03-27,Family Residence,Families,220,252
2018-03-27,Street Haven,Women,46,46
2018-03-27,Family Residence,Families,62,48
2018-03-27,Family Residence,Families,181,110
2018-03-27,Family Residence,Families,58,50
2018-03-27,Family Residence,Families,121,125
2018-03-27,Fort York Residence,Co-ed,50,52
2018-03-27,Fort York Residence,Men,1,21
2018-03-27,Fort York Residence,Men,61,74
2018-03-27,Fort York Residence,Men,43,48
2018-03-27,Robertson House,Families,100,90
2018-03-27,S2H Assessment and Referral Ctre,Men,2,2
2018-03-27,S2H Assessment and Referral Ctre,Co-ed,35,40
2018-03-27,Seaton House,Men,28,28
2018-03-27,Seaton House,Men,27,27
2018-03-27,Seaton House,Men,73,80
2018-03-27,Seaton House,Men,44,64
2018-03-27,Seaton House,Men,218,240
2018-03-27,Seaton House,Men,27,42
2018-03-27,Seaton House,Men,95,100
2018-03-27,Women's Residence,Women,14,46
2018-03-27,Women's Residence,Women,10,10
2018-03-27,Women's Residence,Women,13,13
2018-03-27,Women's Residence,Women,102,108
2018-03-27,Cornerstone Place,Men,56,56
2018-03-27,Covenant House,Youth,2,2
2018-03-27,Covenant House,Youth,94,94
2018-03-27,Covenant House,Youth,25,28
2018-03-27,Dixon Hall - Heyworth House,Co-ed,9,9
2018-03-27,Dixon Hall - Heyworth House,Co-ed,80,80
2018-03-27,Dixon Hall - Schoolhouse,Men,47,47
2018-03-27,Eva's Phoenix,Youth,49,50
2018-03-27,Eva's Place,Youth,40,40
2018-03-27,Eva's Satellite,Youth,32,32
2018-03-27,Eva's Satellite,Youth,0,1
2018-03-27,Fife House Transitional Program,Co-ed,5,5
2018-03-27,Fife House Transitional Program,Co-ed,9,11
2018-03-27,FV Women's Transition to Housing,Women,23,26
2018-03-27,FV Women's Transition to Housing,Women,36,37
2018-03-27,Fred Victor Women's Hostel,Women,4,4
2018-03-27,Fred Victor Women's Hostel,Women,41,42
2018-03-27,"Fred Victor, BUS",Co-ed,10,10
2018-03-27,"Fred Victor, BUS",Co-ed,60,60
2018-03-27,Good Shepherd Centre,Men,5,5
2018-03-27,Good Shepherd Centre,Men,68,70
2018-03-27,Good Shepherd Centre,Men,24,25
2018-03-27,HFS - Kennedy Shelter,Women,87,90
2018-03-27,HFS - Savard's Womens' Shelter,Women,30,30
2018-03-30,YWCA - First Stop Woodlawn,Women,31,31
2018-03-27,HFS - Scarborough Shelter,Co-ed,90,90
2018-03-27,HFS - Strachan House,Co-ed,4,5
2018-03-27,HFS - Strachan House,Co-ed,82,83
2018-03-27,Horizons for Youth,Youth,44,45
2018-03-27,Kennedy House Youth shelter,Youth,40,40
2018-03-27,Na-Me-Res,Men,70,71
2018-03-27,Na-Me-Res,Men,20,20
2018-03-27,Eagles Nest Transition House,Youth,11,12
2018-03-27,SVDP - Amelie House,Women,22,22
2018-03-27,SVDP - Elisa House,Women,39,40
2018-03-27,SVDP - Mary's Home,Women,6,6
2018-03-27,SVDP - Mary's Home,Women,38,38
2018-03-27,SVDP - St. Clare's Residence,Women,30,30
2018-03-27,St. Simon's Shelter,Men,5,5
2018-03-27,St. Simon's Shelter,Men,61,61
2018-03-27,Street Haven,Women,4,4
2018-03-27,Sojourn House,Families,89,76
2018-03-27,Sojourn House,Co-ed,94,94
2018-03-27,Sojourn House,Families,49,84
2018-03-27,Salvation Army - Evangeline Res,Women,9,9
2018-03-27,Salvation Army - Evangeline Res,Women,90,90
2018-03-27,Salvation Army - Florence Booth,Women,4,4
2018-03-27,Salvation Army - Florence Booth,Women,59,60
2018-03-27,Salvation Army - Gateway,Men,12,12
2018-03-27,Salvation Army - Gateway,Men,107,108
2018-03-27,Salvation Army - Maxwell Meighen,Men,44,45
2018-03-27,Salvation Army - Maxwell Meighen,Men,18,18
2018-03-27,Salvation Army - Maxwell Meighen,Men,270,270
2018-03-28,COSTI Reception Centre,Families,400,456
2018-03-27,Salvation Army - Maxwell Meighen,Men,9,10
2018-03-28,Family Residence,Families,181,110
2018-03-27,Salvation Army - New Hope Leslie,Men,59,60
2018-03-27,Scott Mission Men's Ministry,Men,19,19
2018-03-27,Scott Mission Men's Ministry,Men,53,53
2018-03-27,Toronto Community Hostel,Co-ed,12,13
2018-03-27,Toronto Community Hostel,Families,13,14
2018-03-27,Turning Point Youth Services,Youth,34,35
2018-03-27,Univ Settlement House - OOTC,Co-ed,0,85
2018-03-27,Red Door Queen Street,Families,96,98
2018-03-27,YMCA House,Youth,36,40
2018-03-27,YMCA Sprott House,Youth,23,25
2018-03-27,YWCA - First Stop Woodlawn,Women,31,31
2018-03-27,YWCA - First Stop Woodlawn,Youth,30,31
2018-03-27,Youth Without Shelter,Youth,33,33
2018-03-27,Youth Without Shelter,Youth,20,20
2018-03-28,COSTI Reception Centre,Co-ed,11,13
2018-03-28,COSTI Reception Centre,Families,598,630
2018-03-28,COSTI Reception Centre,Co-ed,16,16
2018-03-28,Christie Ossington Men's Hostel,Men,12,17
2018-03-28,Christie Ossington Men's Hostel,Men,70,75
2018-03-28,Christie Ossington Men's Hostel,Men,30,30
2018-03-28,Christie Refugee Welcome Centre,Families,71,76
2018-03-28,Birchmount Residence,Men,59,60
2018-03-28,Birkdale Residence,Families,171,160
2018-03-28,Birkdale Residence,Families,317,344
2018-03-28,Birkdale Residence,Men,19,36
2018-03-28,Birkdale Residence,Co-ed,2,2
2018-03-28,Downsview Dells,Men,25,28
2018-03-28,Family Residence,Families,222,252
2018-03-28,Good Shepherd Centre,Men,5,5
2018-03-28,Family Residence,Families,62,48
2018-03-30,Good Shepherd Centre,Men,69,70
2018-03-30,Good Shepherd Centre,Men,22,25
2018-03-30,HFS - Kennedy Shelter,Women,89,90
2018-03-30,HFS - Savard's Womens' Shelter,Women,30,30
2018-03-30,HFS - Scarborough Shelter,Co-ed,85,90
2018-03-30,HFS - Strachan House,Co-ed,4,5
2018-03-30,HFS - Strachan House,Co-ed,82,83
2018-03-30,Horizons for Youth,Youth,42,45
2018-03-30,Kennedy House Youth shelter,Youth,40,40
2018-03-30,Na-Me-Res,Men,70,71
2018-03-30,Na-Me-Res,Men,20,20
2018-03-30,Eagles Nest Transition House,Youth,11,12
2018-03-30,SVDP - Amelie House,Women,22,22
2018-03-28,Seaton House,Men,28,28
2018-03-28,Seaton House,Men,27,27
2018-03-28,Seaton House,Men,73,80
2018-03-28,Seaton House,Men,43,64
2018-03-28,Seaton House,Men,232,240
2018-03-28,Seaton House,Men,16,42
2018-03-28,Seaton House,Men,95,100
2018-03-28,Women's Residence,Women,14,46
2018-03-28,Women's Residence,Women,10,10
2018-03-28,Women's Residence,Women,13,13
2018-03-28,Women's Residence,Women,108,108
2018-03-28,Cornerstone Place,Men,55,56
2018-03-28,Covenant House,Youth,2,2
2018-03-28,Covenant House,Youth,93,94
2018-03-28,Covenant House,Youth,25,28
2018-03-28,Dixon Hall - Heyworth House,Co-ed,9,9
2018-03-28,Dixon Hall - Heyworth House,Co-ed,80,80
2018-03-28,Horizons for Youth,Youth,44,45
2018-03-28,Eva's Satellite,Youth,0,1
2018-03-28,Fife House Transitional Program,Co-ed,5,5
2018-03-28,Fife House Transitional Program,Co-ed,9,11
2018-03-28,FV Women's Transition to Housing,Women,23,26
2018-03-28,FV Women's Transition to Housing,Women,36,37
2018-03-28,Fred Victor Women's Hostel,Women,4,4
2018-03-28,Fred Victor Women's Hostel,Women,41,42
2018-03-28,"Fred Victor, BUS",Co-ed,10,10
2018-03-28,"Fred Victor, BUS",Co-ed,60,60
2018-03-28,HFS - Kennedy Shelter,Women,88,90
2018-03-28,HFS - Savard's Womens' Shelter,Women,30,30
2018-03-28,HFS - Scarborough Shelter,Co-ed,89,90
2018-03-28,HFS - Strachan House,Co-ed,4,5
2018-03-28,HFS - Strachan House,Co-ed,82,83
2018-03-28,Kennedy House Youth shelter,Youth,39,40
2018-03-28,Na-Me-Res,Men,71,71
2018-03-28,Na-Me-Res,Men,20,20
2018-03-28,Eagles Nest Transition House,Youth,11,12
2018-03-28,SVDP - Amelie House,Women,22,22
2018-03-28,SVDP - Elisa House,Women,40,40
2018-03-28,SVDP - Mary's Home,Women,6,6
2018-03-28,SVDP - Mary's Home,Women,38,38
2018-03-28,SVDP - St. Clare's Residence,Women,30,30
2018-03-28,St. Simon's Shelter,Men,5,5
2018-03-28,St. Simon's Shelter,Men,61,61
2018-03-28,Street Haven,Women,46,46
2018-03-28,Street Haven,Women,4,4
2018-03-28,Sojourn House,Families,89,76
2018-03-29,Fort York Residence,Co-ed,50,52
2018-03-28,Sojourn House,Co-ed,94,94
2018-03-28,Sojourn House,Families,56,96
2018-03-28,Salvation Army - Evangeline Res,Women,9,9
2018-03-28,Salvation Army - Evangeline Res,Women,90,90
2018-03-28,Salvation Army - Florence Booth,Women,4,4
2018-03-28,Salvation Army - Florence Booth,Women,59,60
2018-03-28,Salvation Army - Gateway,Men,12,12
2018-03-28,Salvation Army - Gateway,Men,108,108
2018-03-28,Salvation Army - Maxwell Meighen,Men,44,45
2018-03-28,Salvation Army - Maxwell Meighen,Men,14,18
2018-03-28,Salvation Army - Maxwell Meighen,Men,265,270
2018-03-28,Salvation Army - Maxwell Meighen,Men,10,10
2018-03-28,Salvation Army - New Hope Leslie,Men,60,60
2018-04-04,Family Residence,Families,58,50
