OCCUPANCY_DATE,SHELTER_NAME,SECTOR,OCCUPANCY,CAPACITY
2019-10-09,Salvation Army - Maxwell Meighen,Men,18,18
2019-10-09,Salvation Army - Maxwell Meighen,Men,270,270
2019-10-09,Salvation Army - Maxwell Meighen,Men,10,10
2019-10-09,Salvation Army - New Hope Leslie,Men,60,60
2019-10-09,Salvation Army Islington Seniors,Women,16,17
2019-10-09,Salvation Army Islington Seniors,Men,28,28
2019-10-09,Scott Mission Men's Ministry,Men,19,19
2019-10-09,Scott Mission Men's Ministry,Men,53,53
2019-10-09,Toronto Community Hostel,Co-ed,12,13
2019-10-09,Toronto Community Hostel,Families,9,14
2019-10-09,Turning Point Youth Services,Youth,35,35
2019-10-09,Red Door Queen Street,Families,96,97
2019-10-09,YMCA House,Youth,38,40
2019-10-09,YMCA Sprott House,Youth,22,25
2019-10-09,YWCA - First Stop Woodlawn,Women,31,31
2019-10-09,YWCA - First Stop Woodlawn,Youth,30,31
2019-10-09,YWCA-348 Davenport,Women,40,40
2019-10-09,YWCA-348 Davenport,Youth,15,15
2019-10-09,Youth Without Shelter,Youth,32,33
2019-10-09,Youth Without Shelter,Youth,18,20
2019-10-09,YouthLink Shelter,Co-ed,9,10
2019-10-09,YouthLink Shelter,Co-ed,36,41
2019-10-10,COSTI Reception Centre,Families,119,120
2019-10-10,COSTI Reception Centre,Co-ed,1,4
2019-10-10,COSTI Reception Centre,Families,783,848
2019-10-10,COSTI Reception Centre,Co-ed,16,16
2019-10-10,Christie Ossington Men's Hostel,Men,82,82
2019-10-10,Christie Ossington Men's Hostel,Men,42,42
2019-10-10,Christie Refugee Welcome Centre,Families,71,76
2019-10-10,Birkdale Residence,Families,197,205
2019-10-10,Birkdale Residence,Families,492,560
2019-10-10,Birkdale Residence,Families,115,152
2019-10-10,Downsview Dells,Men,19,28
2019-10-10,Family Residence,Families,201,252
2019-10-10,Family Residence,Families,50,48
2019-10-10,Family Residence,Families,160,110
2019-10-10,Family Residence,Families,50,50
2019-10-10,Fort York Residence,Men,21,21
2019-10-10,Fort York Residence,Men,73,74
2019-10-10,Fort York Residence,Men,48,48
2019-10-10,Robertson House,Families,106,90
2019-10-10,Scarborough Village Residence,Men,87,88
2019-10-10,Seaton House,Men,69,70
2019-10-10,Seaton House,Men,62,62
2019-10-10,Seaton House,Men,155,156
2019-10-10,Seaton House,Men,42,42
2019-10-10,Seaton House,Men,23,23
2019-10-10,Seaton House,Co-ed,50,50
2019-10-10,Streets To Homes,Co-ed,37,40
2019-10-10,Streets To Homes,Men,1,2
2019-10-10,Women's Residence,Women,9,10
2019-10-10,Women's Residence,Women,13,13
2019-10-10,Women's Residence,Women,107,108
2019-10-10,Cornerstone Place,Men,55,56
2019-10-10,Covenant House,Youth,2,2
2019-10-10,Covenant House,Youth,94,94
2019-10-10,Covenant House,Youth,26,28
2019-10-10,Dixon Hall - Heyworth House,Co-ed,9,9
2019-10-10,Dixon Hall - Heyworth House,Co-ed,80,80
2019-10-10,Dixon Hall - Schoolhouse,Men,47,47
2019-10-10,Eva's Phoenix,Youth,49,50
2019-10-10,Eva's Place,Youth,40,40
2019-10-10,Eva's Satellite,Youth,31,32
2019-10-10,Eva's Satellite,Youth,1,1
2019-10-10,Fife House Transitional Program,Co-ed,5,5
2019-10-10,Fife House Transitional Program,Co-ed,11,11
2019-10-10,FV Women's Transition to Housing,Women,26,26
2019-10-10,FV Women's Transition to Housing,Women,36,37
2019-10-10,Fred Victor Women's Hostel,Women,4,4
2019-10-10,Fred Victor Women's Hostel,Women,41,41
2019-10-10,"Fred Victor, BUS",Co-ed,10,10
2019-10-10,"Fred Victor, BUS",Co-ed,60,60
2019-10-10,Good Shepherd Centre,Men,5,5
2019-10-10,Good Shepherd Centre,Men,69,70
2019-10-10,Good Shepherd Centre,Men,23,25
2019-10-10,HFS - Kennedy Shelter,Women,90,90
2019-10-10,HFS - Savard's Womens' Shelter,Women,30,30
2019-10-10,HFS - Scarborough Shelter,Women,60,63
2019-10-10,HFS - Scarborough Shelter,Men,40,43
2019-10-10,HFS - Scarborough Shelter,Co-ed,90,90
2019-10-10,HFS - Scarborough Shelter,Co-ed,99,106
2019-10-10,HFS - Strachan House,Co-ed,2,5
2019-10-10,HFS - Strachan House,Co-ed,80,83
2019-10-10,Horizons for Youth,Youth,45,45
2019-10-10,Kennedy House Youth Shelter,Youth,40,40
2019-10-10,Na-Me-Res,Men,71,71
2019-10-10,Na-Me-Res,Men,17,20
2019-10-10,Eagles Nest Transition House,Youth,10,12
2019-10-10,SVDP - Amelie House,Women,22,22
2019-10-10,SVDP - Elisa House,Women,40,40
2019-10-10,SVDP - Mary's Home,Women,6,6
2019-10-10,SVDP - Mary's Home,Women,38,38
2019-10-10,SVDP - St. Clare's Residence,Women,30,30
2019-10-10,St. Simon's Shelter,Men,5,5
2019-10-10,St. Simon's Shelter,Men,61,61
2019-10-10,Street Haven,Women,46,46
2019-10-10,Street Haven,Women,4,4
2019-10-10,Sojourn House,Families,84,76
2019-10-10,Sojourn House,Co-ed,94,94
2019-10-10,Sojourn House,Families,244,300
2019-10-10,Salvation Army - Evangeline Res,Women,8,9
2019-10-10,Salvation Army - Evangeline Res,Women,90,90
2019-10-10,Salvation Army - Florence Booth,Women,4,4
2019-10-10,Salvation Army - Florence Booth,Women,59,60
2019-10-10,Salvation Army - Gateway,Men,12,12
2019-10-10,Salvation Army - Gateway,Men,108,108
2019-10-10,Salvation Army - Maxwell Meighen,Men,44,45
2019-10-10,Salvation Army - Maxwell Meighen,Men,18,18
2019-10-10,Salvation Army - Maxwell Meighen,Men,270,270
2019-10-10,Salvation Army - Maxwell Meighen,Men,10,10
2019-10-10,Salvation Army - New Hope Leslie,Men,60,60
2019-10-10,Salvation Army Islington Seniors,Women,17,17
2019-10-10,Salvation Army Islington Seniors,Men,28,28
2019-10-10,Scott Mission Men's Ministry,Men,19,19
2019-10-10,Scott Mission Men's Ministry,Men,53,53
2019-10-10,Toronto Community Hostel,Co-ed,12,13
2019-10-10,Toronto Community Hostel,Families,9,14
2019-10-10,Turning Point Youth Services,Youth,35,35
2019-10-10,Red Door Queen Street,Families,95,97
2019-10-10,YMCA House,Youth,39,40
2019-10-10,YMCA Sprott House,Youth,22,25
2019-10-10,YWCA - First Stop Woodlawn,Women,31,31
2019-10-10,YWCA - First Stop Woodlawn,Youth,31,31
2019-10-10,YWCA-348 Davenport,Women,40,40
2019-10-10,YWCA-348 Davenport,Youth,15,15
2019-10-10,Youth Without Shelter,Youth,33,33
2019-10-10,Youth Without Shelter,Youth,18,20
2019-10-10,YouthLink Shelter,Co-ed,10,10
2019-10-10,YouthLink Shelter,Co-ed,37,41
2019-10-11,COSTI Reception Centre,Families,111,112
2019-10-11,COSTI Reception Centre,Co-ed,1,4
2019-10-11,COSTI Reception Centre,Families,782,848
2019-10-11,COSTI Reception Centre,Co-ed,16,16
2019-10-11,Christie Ossington Men's Hostel,Men,82,82
2019-10-11,Christie Ossington Men's Hostel,Men,41,42
2019-10-11,Christie Refugee Welcome Centre,Families,71,76
2019-10-11,Birkdale Residence,Families,201,205
2019-10-11,Birkdale Residence,Families,493,560
2019-10-11,Birkdale Residence,Families,119,152
2019-10-11,Downsview Dells,Men,20,28
2019-10-11,Family Residence,Families,201,252
2019-10-11,Family Residence,Families,50,48
2019-10-11,Family Residence,Families,160,110
2019-10-11,Family Residence,Families,50,50
2019-10-11,Fort York Residence,Men,20,21
2019-10-11,Fort York Residence,Men,73,74
2019-10-11,Fort York Residence,Men,46,48
2019-10-11,Robertson House,Families,106,90
2019-10-11,Scarborough Village Residence,Men,87,88
2019-10-11,Seaton House,Men,68,70
2019-10-11,Seaton House,Men,62,62
2019-10-11,Seaton House,Men,155,156
2019-10-11,Seaton House,Men,39,42
2019-10-11,Seaton House,Men,22,23
2019-10-11,Seaton House,Co-ed,50,50
2019-10-11,Streets To Homes,Co-ed,38,40
2019-10-11,Streets To Homes,Men,1,2
2019-10-11,Women's Residence,Women,9,10
2019-10-11,Women's Residence,Women,13,13
2019-10-11,Women's Residence,Women,107,108
2019-10-11,Cornerstone Place,Men,55,56
2019-10-11,Covenant House,Youth,2,2
2019-10-11,Covenant House,Youth,94,94
2019-10-11,Covenant House,Youth,27,28
2019-10-11,Dixon Hall - Heyworth House,Co-ed,9,9
2019-10-11,Dixon Hall - Heyworth House,Co-ed,80,80
2019-10-11,Dixon Hall - Schoolhouse,Men,47,47
2019-10-11,Eva's Phoenix,Youth,50,50
2019-10-11,Eva's Place,Youth,40,40
2019-10-11,Eva's Satellite,Youth,31,32
2019-10-11,Eva's Satellite,Youth,1,1
2019-10-11,Fife House Transitional Program,Co-ed,5,5
2019-10-11,Fife House Transitional Program,Co-ed,11,11
2019-10-11,FV Women's Transition to Housing,Women,26,26
2019-10-11,FV Women's Transition to Housing,Women,36,37
2019-10-11,Fred Victor Women's Hostel,Women,4,4
2019-10-11,Fred Victor Women's Hostel,Women,41,41
2019-10-11,"Fred Victor, BUS",Co-ed,10,10
2019-10-11,"Fred Victor, BUS",Co-ed,60,60
2019-10-11,Good Shepherd Centre,Men,5,5
2019-10-11,Good Shepherd Centre,Men,70,70
2019-10-11,Good Shepherd Centre,Men,23,25
2019-10-11,HFS - Kennedy Shelter,Women,90,90
2019-10-11,HFS - Savard's Womens' Shelter,Women,30,30
2019-10-11,HFS - Scarborough Shelter,Women,60,63
2019-10-11,HFS - Scarborough Shelter,Men,40,43
2019-10-11,HFS - Scarborough Shelter,Co-ed,90,90
2019-10-11,HFS - Scarborough Shelter,Co-ed,99,106
2019-10-11,HFS - Strachan House,Co-ed,3,5
2019-10-11,HFS - Strachan House,Co-ed,80,83
2019-10-11,Horizons for Youth,Youth,45,45
2019-10-11,Kennedy House Youth Shelter,Youth,40,40
2019-10-11,Na-Me-Res,Men,71,71
2019-10-11,Na-Me-Res,Men,18,20
2019-10-11,Eagles Nest Transition House,Youth,10,12
2019-10-11,SVDP - Amelie House,Women,22,22
2019-10-11,SVDP - Elisa House,Women,40,40
2019-10-11,SVDP - Mary's Home,Women,6,6
2019-10-11,SVDP - Mary's Home,Women,38,38
2019-10-11,SVDP - St. Clare's Residence,Women,30,30
2019-10-11,St. Simon's Shelter,Men,5,5
2019-10-11,St. Simon's Shelter,Men,61,61
2019-10-11,Street Haven,Women,46,46
2019-10-11,Street Haven,Women,4,4
2019-10-11,Sojourn House,Families,81,76
2019-10-11,Sojourn House,Co-ed,94,94
2019-10-11,Sojourn House,Families,240,300
2019-10-11,Salvation Army - Evangeline Res,Women,9,9
2019-10-11,Salvation Army - Evangeline Res,Women,90,90
2019-10-11,Salvation Army - Florence Booth,Women,4,4
2019-10-11,Salvation Army - Florence Booth,Women,60,60
2019-10-11,Salvation Army - Gateway,Men,12,12
2019-10-11,Salvation Army - Gateway,Men,108,108
2019-10-11,Salvation Army - Maxwell Meighen,Men,44,45
2019-10-11,Salvation Army - Maxwell Meighen,Men,18,18
2019-10-11,Salvation Army - Maxwell Meighen,Men,270,270
2019-10-11,Salvation Army - Maxwell Meighen,Men,10,10
2019-10-11,Salvation Army - New Hope Leslie,Men,60,60
2019-10-11,Salvation Army Islington Seniors,Women,17,17
2019-10-11,Salvation Army Islington Seniors,Men,28,28
2019-10-11,Scott Mission Men's Ministry,Men,19,19
2019-10-11,Scott Mission Men's Ministry,Men,53,53
2019-10-11,Toronto Community Hostel,Co-ed,12,13
2019-10-11,Toronto Community Hostel,Families,9,14
2019-10-11,Turning Point Youth Services,Youth,35,35
2019-10-11,Red Door Queen Street,Families,96,97
2019-10-11,YMCA House,Youth,40,40
2019-10-11,YMCA Sprott House,Youth,21,25
2019-10-11,YWCA - First Stop Woodlawn,Women,31,31
2019-10-11,YWCA - First Stop Woodlawn,Youth,31,31
2019-10-11,YWCA-348 Davenport,Women,40,40
2019-10-11,YWCA-348 Davenport,Youth,15,15
2019-10-11,Youth Without Shelter,Youth,33,33
2019-10-11,Youth Without Shelter,Youth,19,20
2019-10-11,YouthLink Shelter,Co-ed,10,10
2019-10-11,YouthLink Shelter,Co-ed,37,41
2019-10-12,COSTI Reception Centre,Families,111,112
2019-10-12,COSTI Reception Centre,Co-ed,1,4
2019-10-12,COSTI Reception Centre,Families,786,848
2019-10-12,COSTI Reception Centre,Co-ed,16,16
2019-10-12,Christie Ossington Men's Hostel,Men,82,82
2019-10-12,Christie Ossington Men's Hostel,Men,42,42
2019-10-12,Christie Refugee Welcome Centre,Families,71,76
2019-10-12,Birkdale Residence,Families,201,205
2019-10-12,Birkdale Residence,Families,488,560
2019-10-12,Birkdale Residence,Families,119,152
2019-10-12,Downsview Dells,Men,20,28
2019-10-12,Family Residence,Families,201,252
2019-10-12,Family Residence,Families,50,48
2019-10-12,Family Residence,Families,159,110
2019-10-12,Family Residence,Families,50,50
2019-10-12,Fort York Residence,Men,21,21
2019-10-12,Fort York Residence,Men,73,74
2019-10-12,Fort York Residence,Men,48,48
2019-10-12,Robertson House,Families,107,90
2019-10-12,Scarborough Village Residence,Men,87,88
2019-10-12,Seaton House,Men,68,70
2019-10-12,Seaton House,Men,62,62
2019-10-12,Seaton House,Men,156,156
2019-10-12,Seaton House,Men,41,42
2019-10-12,Seaton House,Men,22,23
2019-10-12,Seaton House,Co-ed,50,50
2019-10-12,Streets To Homes,Co-ed,37,40
2019-10-12,Streets To Homes,Men,1,2
2019-10-12,Women's Residence,Women,10,10
2019-10-12,Women's Residence,Women,12,13
2019-10-12,Women's Residence,Women,108,108
2019-10-12,Cornerstone Place,Men,55,56
2019-10-12,Covenant House,Youth,2,2
2019-10-12,Covenant House,Youth,93,94
2019-10-12,Covenant House,Youth,27,28
2019-10-12,Dixon Hall - Heyworth House,Co-ed,9,9
2019-10-12,Dixon Hall - Heyworth House,Co-ed,80,80
2019-10-12,Dixon Hall - Schoolhouse,Men,47,47
2019-10-12,Eva's Phoenix,Youth,50,50
2019-10-12,Eva's Place,Youth,40,40
2019-10-12,Eva's Satellite,Youth,31,32
2019-10-12,Eva's Satellite,Youth,1,1
2019-10-12,Fife House Transitional Program,Co-ed,5,5
2019-10-12,Fife House Transitional Program,Co-ed,11,11
2019-10-12,FV Women's Transition to Housing,Women,26,26
2019-10-12,FV Women's Transition to Housing,Women,36,37
2019-10-12,Fred Victor Women's Hostel,Women,4,4
2019-10-12,Fred Victor Women's Hostel,Women,41,41
2019-10-12,"Fred Victor, BUS",Co-ed,10,10
2019-10-12,"Fred Victor, BUS",Co-ed,60,60
2019-10-12,Good Shepherd Centre,Men,5,5
2019-10-12,Good Shepherd Centre,Men,70,70
2019-10-12,Good Shepherd Centre,Men,23,25
2019-10-12,HFS - Kennedy Shelter,Women,90,90
2019-10-12,HFS - Savard's Womens' Shelter,Women,30,30
2019-10-12,HFS - Scarborough Shelter,Women,60,63
2019-10-12,HFS - Scarborough Shelter,Men,40,43
2019-10-12,HFS - Scarborough Shelter,Co-ed,90,90
2019-10-12,HFS - Scarborough Shelter,Co-ed,100,106
2019-10-12,HFS - Strachan House,Co-ed,3,5
2019-10-12,HFS - Strachan House,Co-ed,80,83
2019-10-12,Horizons for Youth,Youth,45,45
2019-10-12,Kennedy House Youth Shelter,Youth,40,40
2019-10-12,Na-Me-Res,Men,71,71
2019-10-12,Na-Me-Res,Men,18,20
2019-10-12,Eagles Nest Transition House,Youth,10,12
2019-10-12,SVDP - Amelie House,Women,22,22
2019-10-12,SVDP - Elisa House,Women,40,40
2019-10-12,SVDP - Mary's Home,Women,6,6
2019-10-12,SVDP - Mary's Home,Women,38,38
2019-10-12,SVDP - St. Clare's Residence,Women,30,30
2019-10-12,St. Simon's Shelter,Men,5,5
2019-10-12,St. Simon's Shelter,Men,61,61
2019-10-12,Street Haven,Women,46,46
2019-10-12,Street Haven,Women,4,4
2019-10-12,Sojourn House,Families,81,76
2019-10-12,Sojourn House,Co-ed,94,94
2019-10-12,Sojourn House,Families,240,300
2019-10-12,Salvation Army - Evangeline Res,Women,9,9
2019-10-12,Salvation Army - Evangeline Res,Women,90,90
2019-10-12,Salvation Army - Florence Booth,Women,4,4
2019-10-12,Salvation Army - Florence Booth,Women,60,60
2019-10-12,Salvation Army - Gateway,Men,12,12
2019-10-12,Salvation Army - Gateway,Men,108,108
2019-10-12,Salvation Army - Maxwell Meighen,Men,44,45
2019-10-12,Salvation Army - Maxwell Meighen,Men,18,18
2019-10-12,Salvation Army - Maxwell Meighen,Men,270,270
2019-10-12,Salvation Army - Maxwell Meighen,Men,9,10
2019-10-12,Salvation Army - New Hope Leslie,Men,60,60
2019-10-12,Salvation Army Islington Seniors,Women,17,17
2019-10-12,Salvation Army Islington Seniors,Men,28,28
2019-10-12,Scott Mission Men's Ministry,Men,19,19
2019-10-12,Scott Mission Men's Ministry,Men,53,53
2019-10-12,Toronto Community Hostel,Co-ed,12,13
2019-10-12,Toronto Community Hostel,Families,9,14
2019-10-12,Turning Point Youth Services,Youth,35,35
2019-10-12,Red Door Queen Street,Families,97,97
2019-10-12,YMCA House,Youth,40,40
2019-10-12,YMCA Sprott House,Youth,21,25
2019-10-12,YWCA - First Stop Woodlawn,Women,31,31
2019-10-12,YWCA - First Stop Woodlawn,Youth,31,31
2019-10-12,YWCA-348 Davenport,Women,40,40
2019-10-12,YWCA-348 Davenport,Youth,15,15
2019-10-12,Youth Without Shelter,Youth,33,33
2019-10-12,Youth Without Shelter,Youth,19,20
2019-10-12,YouthLink Shelter,Co-ed,9,10
2019-10-12,YouthLink Shelter,Co-ed,37,41
2019-10-13,COSTI Reception Centre,Families,111,112
2019-10-13,COSTI Reception Centre,Co-ed,1,4
2019-10-13,COSTI Reception Centre,Families,790,848
2019-10-13,COSTI Reception Centre,Co-ed,16,16
2019-10-13,Christie Ossington Men's Hostel,Men,82,82
2019-10-13,Christie Ossington Men's Hostel,Men,42,42
2019-10-13,Christie Refugee Welcome Centre,Families,71,76
2019-10-13,Birkdale Residence,Families,201,205
2019-10-13,Birkdale Residence,Families,488,560
2019-10-13,Birkdale Residence,Families,119,152
2019-10-13,Downsview Dells,Men,21,28
2019-10-13,Family Residence,Families,201,252
2019-10-13,Family Residence,Families,50,48
2019-10-13,Family Residence,Families,159,110
2019-10-13,Family Residence,Families,50,50
2019-10-13,Fort York Residence,Men,21,21
2019-10-13,Fort York Residence,Men,73,74
2019-10-13,Fort York Residence,Men,48,48
2019-10-13,Robertson House,Families,107,90
2019-10-13,Scarborough Village Residence,Men,87,88
2019-10-13,Seaton House,Men,68,70
2019-10-13,Seaton House,Men,62,62
2019-10-13,Seaton House,Men,154,156
2019-10-13,Seaton House,Men,40,42
2019-10-13,Seaton House,Men,22,23
2019-10-13,Seaton House,Co-ed,50,50
2019-10-13,Streets To Homes,Co-ed,37,40
2019-10-13,Streets To Homes,Men,1,2
2019-10-13,Women's Residence,Women,10,10
2019-10-13,Women's Residence,Women,13,13
2019-10-13,Women's Residence,Women,108,108
2019-10-13,Cornerstone Place,Men,55,56
2019-10-13,Covenant House,Youth,2,2
2019-10-13,Covenant House,Youth,93,94
2019-10-13,Covenant House,Youth,27,28
2019-10-13,Dixon Hall - Heyworth House,Co-ed,9,9
2019-10-13,Dixon Hall - Heyworth House,Co-ed,80,80
2019-10-13,Dixon Hall - Schoolhouse,Men,47,47
2019-10-13,Eva's Phoenix,Youth,50,50
2019-10-13,Eva's Place,Youth,40,40
2019-10-13,Eva's Satellite,Youth,32,32
2019-10-13,Eva's Satellite,Youth,1,1
2019-10-13,Fife House Transitional Program,Co-ed,5,5
2019-10-13,Fife House Transitional Program,Co-ed,10,11
2019-10-13,FV Women's Transition to Housing,Women,26,26
2019-10-13,FV Women's Transition to Housing,Women,36,37
2019-10-13,Fred Victor Women's Hostel,Women,4,4
2019-10-13,Fred Victor Women's Hostel,Women,41,41
2019-10-13,"Fred Victor, BUS",Co-ed,10,10
2019-10-13,"Fred Victor, BUS",Co-ed,59,60
2019-10-13,Good Shepherd Centre,Men,5,5
2019-10-13,Good Shepherd Centre,Men,70,70
2019-10-13,Good Shepherd Centre,Men,22,25
2019-10-13,HFS - Kennedy Shelter,Women,90,90
2019-10-13,HFS - Savard's Womens' Shelter,Women,30,30
2019-10-13,HFS - Scarborough Shelter,Women,60,63
2019-10-13,HFS - Scarborough Shelter,Men,40,43
2019-10-13,HFS - Scarborough Shelter,Co-ed,90,90
2019-10-13,HFS - Scarborough Shelter,Co-ed,99,106
2019-10-13,HFS - Strachan House,Co-ed,3,5
2019-10-13,HFS - Strachan House,Co-ed,80,83
2019-10-13,Horizons for Youth,Youth,45,45
2019-10-13,Kennedy House Youth Shelter,Youth,40,40
2019-10-13,Na-Me-Res,Men,71,71
2019-10-13,Na-Me-Res,Men,18,20
2019-10-13,Eagles Nest Transition House,Youth,10,12
2019-10-13,SVDP - Amelie House,Women,22,22
2019-10-13,SVDP - Elisa House,Women,40,40
2019-10-13,SVDP - Mary's Home,Women,6,6
2019-10-13,SVDP - Mary's Home,Women,38,38
2019-10-13,SVDP - St. Clare's Residence,Women,30,30
2019-10-13,St. Simon's Shelter,Men,5,5
2019-10-13,St. Simon's Shelter,Men,61,61
2019-10-13,Street Haven,Women,46,46
2019-10-13,Street Haven,Women,4,4
2019-10-13,Sojourn House,Families,81,76
2019-10-13,Sojourn House,Co-ed,94,94
2019-10-13,Sojourn House,Families,240,300
2019-10-13,Salvation Army - Evangeline Res,Women,9,9
2019-10-13,Salvation Army - Evangeline Res,Women,90,90
2019-10-13,Salvation Army - Florence Booth,Women,4,4
2019-10-13,Salvation Army - Florence Booth,Women,60,60
2019-10-13,Salvation Army - Gateway,Men,12,12
2019-10-13,Salvation Army - Gateway,Men,107,108
2019-10-13,Salvation Army - Maxwell Meighen,Men,44,45
2019-10-13,Salvation Army - Maxwell Meighen,Men,18,18
2019-10-13,Salvation Army - Maxwell Meighen,Men,270,270
2019-10-13,Salvation Army - Maxwell Meighen,Men,10,10
2019-10-13,Salvation Army - New Hope Leslie,Men,60,60
2019-10-13,Salvation Army Islington Seniors,Women,17,17
2019-10-13,Salvation Army Islington Seniors,Men,28,28
2019-10-13,Scott Mission Men's Ministry,Men,19,19
2019-10-13,Scott Mission Men's Ministry,Men,53,53
2019-10-13,Toronto Community Hostel,Co-ed,13,13
2019-10-13,Toronto Community Hostel,Families,9,14
2019-10-13,Turning Point Youth Services,Youth,35,35
2019-10-13,Red Door Queen Street,Families,97,97
2019-10-13,YMCA House,Youth,40,40
2019-10-13,YMCA Sprott House,Youth,21,25
2019-10-13,YWCA - First Stop Woodlawn,Women,31,31
2019-10-13,YWCA - First Stop Woodlawn,Youth,31,31
2019-10-13,YWCA-348 Davenport,Women,40,40
2019-10-13,YWCA-348 Davenport,Youth,15,15
2019-10-13,Youth Without Shelter,Youth,32,33
2019-10-13,Youth Without Shelter,Youth,19,20
2019-10-13,YouthLink Shelter,Co-ed,10,10
2019-10-13,YouthLink Shelter,Co-ed,37,41
2019-10-14,COSTI Reception Centre,Families,111,112
2019-10-14,COSTI Reception Centre,Co-ed,1,4
2019-10-14,COSTI Reception Centre,Families,790,848
2019-10-14,COSTI Reception Centre,Co-ed,16,16
2019-10-14,Christie Ossington Men's Hostel,Men,82,82
2019-10-14,Christie Ossington Men's Hostel,Men,41,42
2019-10-14,Christie Refugee Welcome Centre,Families,71,76
2019-10-14,Birkdale Residence,Families,199,205
2019-10-14,Birkdale Residence,Families,488,560
2019-10-14,Birkdale Residence,Families,119,152
2019-10-14,Downsview Dells,Men,21,28
2019-10-14,Family Residence,Families,195,252
2019-10-14,Family Residence,Families,50,48
2019-10-14,Family Residence,Families,159,110
2019-10-14,Family Residence,Families,50,50
2019-10-14,Fort York Residence,Men,21,21
2019-10-14,Fort York Residence,Men,74,74
2019-10-14,Fort York Residence,Men,45,48
2019-10-14,Robertson House,Families,108,90
2019-10-14,Scarborough Village Residence,Men,87,88
2019-10-14,Seaton House,Men,68,70
2019-10-14,Seaton House,Men,60,62
2019-10-14,Seaton House,Men,156,156
2019-10-14,Seaton House,Men,42,42
2019-10-14,Seaton House,Men,22,23
2019-10-14,Seaton House,Co-ed,50,50
2019-10-14,Streets To Homes,Co-ed,37,40
2019-10-14,Streets To Homes,Men,1,2
2019-10-14,Women's Residence,Women,10,10
2019-10-14,Women's Residence,Women,13,13
2019-10-14,Women's Residence,Women,108,108
2019-10-14,Cornerstone Place,Men,55,56
2019-10-14,Covenant House,Youth,2,2
2019-10-14,Covenant House,Youth,92,94
2019-10-14,Covenant House,Youth,27,28
2019-10-14,Dixon Hall - Heyworth House,Co-ed,9,9
2019-10-14,Dixon Hall - Heyworth House,Co-ed,80,80
2019-10-14,Dixon Hall - Schoolhouse,Men,47,47
2019-10-14,Eva's Phoenix,Youth,50,50
2019-10-14,Eva's Place,Youth,40,40
2019-10-14,Eva's Satellite,Youth,32,32
2019-10-14,Eva's Satellite,Youth,1,1
2019-10-14,Fife House Transitional Program,Co-ed,5,5
2019-10-14,Fife House Transitional Program,Co-ed,10,11
2019-10-14,FV Women's Transition to Housing,Women,26,26
2019-10-14,FV Women's Transition to Housing,Women,36,37
2019-10-14,Fred Victor Women's Hostel,Women,4,4
2019-10-14,Fred Victor Women's Hostel,Women,41,41
2019-10-14,"Fred Victor, BUS",Co-ed,10,10
2019-10-14,"Fred Victor, BUS",Co-ed,60,60
2019-10-14,Good Shepherd Centre,Men,5,5
2019-10-14,Good Shepherd Centre,Men,70,70
2019-10-14,Good Shepherd Centre,Men,22,25
2019-10-14,HFS - Kennedy Shelter,Women,90,90
2019-10-14,HFS - Savard's Womens' Shelter,Women,30,30
2019-10-14,HFS - Scarborough Shelter,Women,60,63
2019-10-14,HFS - Scarborough Shelter,Men,40,43
2019-10-14,HFS - Scarborough Shelter,Co-ed,89,90
2019-10-14,HFS - Scarborough Shelter,Co-ed,100,106
2019-10-14,HFS - Strachan House,Co-ed,3,5
2019-10-14,HFS - Strachan House,Co-ed,80,83
2019-10-14,Horizons for Youth,Youth,45,45
2019-10-14,Kennedy House Youth Shelter,Youth,40,40
2019-10-14,Na-Me-Res,Men,71,71
2019-10-14,Na-Me-Res,Men,18,20
2019-10-14,Eagles Nest Transition House,Youth,10,12
2019-10-14,SVDP - Amelie House,Women,22,22
2019-10-14,SVDP - Elisa House,Women,40,40
2019-10-14,SVDP - Mary's Home,Women,6,6
2019-10-14,SVDP - Mary's Home,Women,38,38
2019-10-14,SVDP - St. Clare's Residence,Women,30,30
2019-10-14,St. Simon's Shelter,Men,5,5
2019-10-14,St. Simon's Shelter,Men,61,61
2019-10-14,Street Haven,Women,46,46
2019-10-14,Street Haven,Women,4,4
2019-10-14,Sojourn House,Families,81,76
2019-10-14,Sojourn House,Co-ed,94,94
2019-10-14,Sojourn House,Families,240,300
2019-10-14,Salvation Army - Evangeline Res,Women,9,9
2019-10-14,Salvation Army - Evangeline Res,Women,90,90
2019-10-14,Salvation Army - Florence Booth,Women,4,4
2019-10-14,Salvation Army - Florence Booth,Women,58,60
2019-10-14,Salvation Army - Gateway,Men,12,12
2019-10-14,Salvation Army - Gateway,Men,108,108
2019-10-14,Salvation Army - Maxwell Meighen,Men,44,45
2019-10-14,Salvation Army - Maxwell Meighen,Men,18,18
2019-10-14,Salvation Army - Maxwell Meighen,Men,270,270
2019-10-14,Salvation Army - Maxwell Meighen,Men,9,10
2019-10-14,Salvation Army - New Hope Leslie,Men,60,60
2019-10-14,Salvation Army Islington Seniors,Women,17,17
2019-10-14,Salvation Army Islington Seniors,Men,28,28
2019-10-14,Scott Mission Men's Ministry,Men,19,19
2019-10-14,Scott Mission Men's Ministry,Men,53,53
2019-10-14,Toronto Community Hostel,Co-ed,12,13
2019-10-14,Toronto Community Hostel,Families,9,14
2019-10-14,Turning Point Youth Services,Youth,35,35
